sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa::00446,Clay is an aspiring singer. He goes on a tv show to compete for a record deal. He advances to the very final. He gives it all but he loses in the end.,0.0,content_diversity,He thinks of other ways to get the attention of an agent.,He begins to practice more every day.,He dreams of becoming a star in the future.,He watches singing competitions to get ideas for success.,He takes singing lessons.,-0.045,0.941,-0.403,-0.694,-0.309,23.679844,0.427477,0.550500,13.035759,0.235326,53.980793,0.436982,0.000000,29.716437,0.240558
test.sa-sb.sa::00448,"I've always hated math. It was something I never understood. In math class, I always failed miserably. One day I decided to hang out with friends that liked math.",0.0,content_diversity,One of the guys was really likeable.,We started hanging out at school and at home.,We became close like brothers.,It turned out we had a lot in common.,I had never had a best friend before this.,-0.013,0.963,-0.251,-0.696,-0.407,12.611562,0.435528,0.572763,7.223438,0.249455,36.184968,1.022581,0.000000,20.725414,0.585697
test.sa-sb.sa::00240,Jane wanted to watch a big new action movie. She had been waiting a long time for it to come out. When tickets became available she was too busy. By the time she had a chance to buy some it was sold out.,1.0,content_diversity,Jane cried over the fact that she couldn't watch it and just gave up looking for a ticket.,Jane decided to look for a scalper that would sell her the ticket for the movie that she really wanted to see.,Jane thought it was okay since she can still have a chance to watch it once it gets uploaded in video and movie streaming applications.,Jane posted a status on her social media accounts asking her friends for any spare ticket that she is willing to buy.,Jane resorted to contacting her old friend who is working at a huge movie theater hoping she can help her get a ticket.,-0.069,0.914,-0.271,-0.906,-0.522,45.311250,0.340315,0.549918,24.917493,0.187146,66.846555,0.262227,0.000000,36.760156,0.144204
test.sa-sb.sa::00241,Carlos decides he wants to leave his girlfriend. At first he feels very lonely. However he gradually feels better. Carlos is glad to be single.,0.0,content_diversity,All of his closest friends showed up with his favorite beer and a pizza.,His best friend invited a bunch of single girls to hopefully catch Carlos' interest.,Carlos drank too much and ended up passing out on his couch.,The cops showed up because the party got out of hand.,Carlos' ex somehow found out about the party and showed up with her new boyfriend.,-0.047,0.929,-0.290,-0.753,-0.312,33.420625,0.594794,0.499069,16.679189,0.296843,74.914359,0.689756,0.000000,37.387413,0.344236
test.sa-sb.sa::00243,The teacher drew a shape. She asked for it's name. The boy said square. The teacher corrected the boy.,0.0,content_diversity,The red ones represent triangles so this can't be a square,It has straight sides but it doesn't have as many as the orange ones,"Here is the example and you could see it's blue, not red",Red is clearly not blue,Do you have issues choosing between red and blue shapes?,-0.022,0.958,-0.151,-0.829,-0.329,32.884062,0.844823,0.366131,12.039876,0.309316,62.759080,0.702863,0.000000,22.978047,0.257340
test.sa-sb.sa::00244,Jill was nervous for her first day of school. She woke up an hour early. She did her hair special. She wore her brand new outfit.,0.0,content_diversity,Jill met a new boy named Jimmy.,She made friends with three girls in her science class.,She met several new kids from her town.,Jill quickly became best friends with a girl named Katrina.,She started some new friendships at school.,-0.034,0.942,-0.480,-0.819,-0.481,28.679687,0.601430,0.484741,13.902225,0.291538,18.397680,0.574485,0.000000,8.918113,0.278477
test.sa-sb.sa::00245,John got a taxi to take him to a surf town in southern Nicaragua. The driver started driving toward John's destination. A dispute arose when the driver demanded a high fare for the trip. John and the driver started negotiating over the fare.,1.0,content_diversity,"The driver didn't speak English and thought John was trying to cheat him, held him down and took his money.","The driver and John quietly discussed the proper fee, worked out a good agreement and carried on.",The driver stopped the car at a local police station and John Ended up in Jail there because of erratic behaviour.,"John was a drug lord in the area, he pulled a gun on the Taxi driver because of impertinence and demanded all his money.","John Called the American Embassy on his cell phone and recorded the encounter for the local police, while he was being robbed by the driver.",-0.074,0.917,-0.230,-0.843,-0.431,24.610000,0.299644,0.528885,13.015870,0.158477,81.318028,0.531208,0.000000,43.007917,0.280948
test.sa-sb.sa::00246,It was a really hot day and Jamie wanted something sweet. Seeing a cute ice cream shop nearby she decided to go in. While waiting she noticed two children who looked very sad. She soon realized they had no money.,1.0,content_diversity,Jamie wondered where the parents of the kids were,Jamie asked the kids if they wanted an ice cream,Jamie decided to buy ice cream for the kids,Jamie called the police as the kids were alone.,Jamie dropped a 10 dollar bill on the ground and pointed it out to the kids,-0.115,0.899,-0.349,-0.894,-0.409,-0.357656,0.148813,0.651151,-0.232888,0.096900,56.841018,0.911175,0.000000,37.012107,0.593313
test.sa-sb.sa::00248,Will was buying groceries. He got a cart full of things. After waiting in line he was finally checked out. When it came time to pay Will realized he forgot his wallet.,1.0,content_diversity,Will got embarrassed and returned everything in his cart to where it belonged since he cannot pay for it.,Will called his roommate and asked him if he can bring the wallet to him so he can pay for the groceries.,Will got annoyed and just left the cart full of things at some part at the grocery store.,"Will's good friend saw him having problem at the counter and helped pay him pay for the groceries, telling Will to pay him back once he got his wallet back.",Will ask the staff if he can leave the cart for a while as he will be paying for them after he got his wallet from his apartment.,-0.082,0.878,-0.274,-0.921,-0.496,51.357500,0.523198,0.483511,24.831938,0.252972,127.479335,0.655759,0.000000,61.637716,0.317067
test.sa-sb.sa::00248,Will was buying groceries. He got a cart full of things. After waiting in line he was finally checked out. When it came time to pay Will realized he forgot his wallet.,0.0,content_diversity,Will was struggling to find his wallet by the counter when a good friend of him approached him and helped him settle his payment.,A good friend of Will  saw him and lend him money to pay for the groceries.,Will was lucky as his good friend saved him from the embarrassment of not being able to pay for his groceries after his friend paid it on his stead.,Will's friend realized that Will is having a problem so he came over to help him for his groceries.,Will saw his friend and asked his friend for favor to pay for his groceries since he left his wallet while promising to immediately pay it back after he got home to get his wallet.,-0.116,0.856,-0.353,-0.951,-0.724,22.225000,0.345172,0.509448,11.322486,0.175847,149.645120,0.256138,0.000000,76.236435,0.130489
test.sa-sb.sa::00249,David gets terrible news one day. His wife tells him she has cancer. David breaks down and cries. He supports her day and night while she fights cancer.,1.0,content_diversity,His wife is able to overcome the disease with David by her side.,His wife fights hard but dies within a month.,"After a year, David is fed up with his wife's complaining and leaves her.",David is so emotional about the disease he has a nervous breakdown and is admitted into a hostpital.,"David stays by his wife's side, after a brief remission, she dies a year later, surrounded by those she loves.",-0.050,0.924,-0.288,-0.788,-0.429,-9.992500,0.062728,0.602762,-6.023098,0.037810,137.194294,0.641445,0.000000,82.695486,0.386638
test.sa-sb.sa::00249,David gets terrible news one day. His wife tells him she has cancer. David breaks down and cries. He supports her day and night while she fights cancer.,0.0,content_diversity,"David's wife becomes abusive, calling him demeaning names, threatening to poison him, and striking him, so he leaves.","David's wife plans to get him to leave so he can get his own life, she pretends to be angry and mean so he can have a full life without her.","David's wife is scared and lashes out, in a normal way, but David can't take it and leaves.","David becomes so sensitive that even the slightest look can set him off, his wife asks him to leave and he does.","David can't sleep because his wife is always up, she screams, day and night, he can't handle it and leaves.",-0.073,0.890,-0.327,-0.911,-0.704,33.935000,0.333749,0.523522,17.765727,0.174725,86.210532,0.334531,0.000000,45.133131,0.175134
test.sa-sb.sa::00252,Karl woke up late for work one day. He didn't know why his alarm didn't go off. Later that day his alarm went off. Karl realized he put PM instead of AM>.,1.0,content_diversity,He fixed the setting so his alarm would go off at the right time the next day.,Karl apologized to his boss for being late.,He was given a warning for being late for work.,Karl worked late to make up for the time he had missed.,Karl was fired for being incompetent.,-0.066,0.915,-0.395,-0.780,-0.416,10.884844,0.194176,0.628782,6.844194,0.122094,44.198251,0.599502,0.000000,27.791066,0.376956
test.sa-sb.sa::00253,"Every time I see fruit salad, it reminds me of camping. My cousin Louise always made fruit salad and pimento cheese. Everyone ate sandwiches and salad for lunch while we camped. We all loved her fruit salad and cheese.",1.0,content_diversity,I called my cousin Louise and ask her to make her famous fruit salad and cheese.,"Remembering our camping days, I craved fruit salad that I immediately get my keys and head out to buy a fruit salad.",I decided to look for a fruit salad and cheese recipe online so I can make one.,I became hungry because I kept thinking of fruit salad but I don't have the ingredients so I ordered pizza instead.,I decided to call my cousin and friends to plan for another camping trip.,-0.100,0.881,-0.286,-0.874,-0.436,39.920625,0.344528,0.560653,22.381613,0.193161,121.629785,0.709317,0.000000,68.192087,0.397680
